customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
BENGAL PRODUCTS INC.,10143,143,zonair,7,125,200907,201502,3,SOMEWHAT UNLIKELY,93,80,112,70,203,104,146,91,114,276,37,32,13,41,55,1,5,1,2,0,0,3,0,0,2,2,0,2,2,1,2,2,0,1,1,2,2,1,1,2,4,1,4,5,3,1,5,0,0,1,875,30,10,12,0,0,0,3,12,1,1,2,1,3,3,3,3,0,5,0,3,2,3,4,1,3,3,3,5,875,70,8750,55,67,0.82,,,,,,,,,,,,,
BERNARD I. SEGAL,10144,144,labfax,11,495,200601,201109,0,MOST LIKELY,62,53,75,47,137,75,105,66,69,209,28,74,22,23,9,1,5,5,1,2,0,1,0,3,3,0,4,0,2,1,0,1,0,0,5,3,1,0,3,0,2,2,2,3,1,0,1,3,2,3,5445,29,21,16,16,14,0,5,14,3,2,1,1,4,3,1,0,2,1,0,0,3,2,3,3,2,3,2,0,5445,74,36630,48,68,0.71,,,,,,,,,,,,,
"BERNARDO CHEMICALS, INC.",10145,145,labfax,8,495,201106,201309,3,SOMEWHAT UNLIKELY,116,99,139,87,253,122,171,107,131,323,40,43,6,32,10,2,2,1,1,1,1,1,3,2,3,2,3,1,0,2,1,1,1,5,0,1,1,2,3,2,1,1,2,0,3,1,1,0,5,1,3960,12,22,10,0,0,0,3,10,0,0,2,3,0,0,3,0,0,0,0,1,2,0,2,2,0,3,0,1,3960,28,13860,23,27,0.85,,,,,,,,,,,,,
"BEST SANITIZERS, INC.",10146,146,labfax,10,495,200708,201507,0,MOST LIKELY,67,57,80,50,147,78,110,69,68,223,45,33,49,32,25,0,0,5,2,1,0,0,0,1,2,0,2,3,1,1,0,0,5,0,1,1,1,3,4,2,4,0,2,0,1,4,0,1,1,0,4950,23,24,21,28,0,0,4,28,2,1,3,2,3,0,1,0,1,5,0,0,0,3,4,1,0,2,3,1,4950,88,43560,59,95,0.62,,,,,,,,,,,,,
BETA TEC HOP PRODUCTS,10147,147,zonair,9,125,201001,201104,0,MOST LIKELY,74,63,89,56,162,87,122,76,78,246,50,56,15,13,25,0,0,1,1,1,0,0,2,0,3,2,1,5,5,1,4,1,2,2,2,2,3,5,2,2,1,2,2,3,3,0,0,2,4,1,1125,17,21,20,29,10,0,5,10,0,0,0,2,5,3,0,0,0,5,2,0,1,1,3,1,0,3,0,4,1125,76,9500,7,15,0.47,,,,,,,,,,,,,
BETCO CORP. LTD D/B/A BETCO CORPORATION,10148,148,apstring,8,90,200802,201404,0,MOST LIKELY,92,78,110,69,200,94,132,83,88,264,22,48,10,42,21,4,0,4,1,1,1,4,1,0,1,0,1,1,1,2,0,0,1,3,1,1,4,5,1,2,4,1,0,1,4,2,2,2,3,0,720,12,13,19,21,11,0,5,11,1,2,0,3,5,1,3,0,2,4,0,1,2,1,1,3,1,3,0,1,720,40,3600,47,74,0.64,,,,,,,,,,,,,
BIEDERMAN DESIGN LABS,10149,149,apstring,14,90,200610,201507,0,MOST LIKELY,78,67,94,59,172,91,128,80,77,263,19,72,11,18,34,0,0,0,5,1,1,2,1,1,1,1,1,5,1,1,5,2,2,1,3,2,3,0,4,2,1,5,2,1,4,2,2,0,0,0,1260,21,18,0,0,0,0,2,18,1,3,2,1,4,3,1,2,1,0,1,3,1,1,1,2,3,2,3,4,1260,76,6840,101,105,0.96,,,,,,,,,,,,,
"BIG D INDUSTRIES, INC.",10150,150,signtouch,20,395,200601,201106,3,SOMEWHAT UNLIKELY,93,80,112,70,204,103,145,90,91,294,11,34,43,65,43,3,1,3,0,1,1,0,2,0,3,1,1,5,5,1,2,3,2,2,0,0,2,2,1,1,2,1,1,0,1,2,1,1,1,1,7900,26,10,18,25,18,15,6,15,3,1,1,2,4,2,1,0,2,3,1,1,0,2,2,2,3,2,3,0,7900,97,38315,44,65,0.68,,,,,,,,,,,,,
"BIG LOTS STORES, INC.",10151,151,apstring,5,90,200809,201204,0,MOST LIKELY,50,43,60,38,111,62,87,54,88,143,48,50,42,32,19,0,1,1,3,2,1,3,4,2,0,3,2,1,1,1,1,2,5,3,2,2,1,1,1,2,2,1,1,3,2,0,1,1,5,1,450,30,15,13,21,23,0,5,23,2,0,2,2,5,0,1,1,1,0,1,1,1,0,3,0,1,3,0,2,450,49,4410,41,43,0.95,,,,,,,,,,,,,
"BIKEL INTERNATIONAL, INC.",10152,152,labfax,11,495,201107,201504,3,SOMEWHAT UNLIKELY,123,106,148,93,270,120,168,105,137,311,11,54,17,13,19,3,1,0,1,1,2,5,2,0,0,1,3,4,3,1,0,1,3,2,1,1,5,0,0,2,5,0,4,1,3,1,3,3,0,2,5445,18,28,30,10,0,0,4,10,3,2,2,1,2,3,1,3,1,2,3,1,0,3,0,0,2,2,1,1,5445,80,39600,36,45,0.8,,,,,,,,,,,,,
"BIO-CIDE INTERNATIONAL, INC.",10153,153,Statip,11,100,200907,201105,0,MOST LIKELY,60,51,71,45,130,73,103,64,60,213,19,92,31,50,34,0,0,1,0,1,0,1,3,2,3,0,3,1,4,3,1,1,0,2,2,0,0,3,2,1,2,2,2,1,2,1,0,1,1,0,1100,12,25,10,0,0,0,3,10,2,3,1,2,1,0,0,1,3,5,2,1,3,0,1,1,3,3,3,3,1100,74,7400,16,22,0.73,,,,,,,,,,,,,
"BIO-DERM LABORATORIES, INC.",10154,154,Voyalight,10,150,201001,201104,3,SOMEWHAT UNLIKELY,108,92,129,81,235,116,162,102,101,331,10,51,19,30,11,0,1,4,0,1,0,1,3,0,1,1,0,2,1,0,0,3,1,0,5,0,2,1,0,2,5,1,0,3,1,1,1,1,4,0,1500,26,15,11,27,0,0,4,27,3,3,1,3,5,2,3,2,1,0,1,1,1,1,1,1,1,0,2,2,1500,27,4050,7,15,0.47,,,,,,,,,,,,,
"BIO-DEX LABORATORIES, LLC",10155,155,mathstring,19,195,200810,201210,3,SOMEWHAT UNLIKELY,133,114,160,100,291,134,188,117,144,356,26,26,38,19,14,1,4,1,1,1,1,5,4,1,1,1,0,1,2,1,4,3,3,0,2,1,5,2,3,3,2,1,1,2,0,1,0,1,0,3,3705,12,14,18,11,0,0,4,11,0,2,2,1,5,3,2,0,0,5,2,1,2,1,3,3,3,0,2,4,3705,46,8970,16,48,0.33,,,,,,,,,,,,,
"BIO-TEK DIVISION OF ABC COMPOUNDING CO., INC.",10156,156,Voyalight,14,150,200912,201212,3,SOMEWHAT UNLIKELY,92,78,110,69,200,102,143,89,87,294,50,49,14,14,9,2,2,1,1,1,2,1,2,5,0,1,1,1,1,1,2,1,4,1,2,0,1,1,1,0,4,1,1,2,3,0,3,4,0,2,2100,25,12,16,0,0,0,3,16,2,2,2,2,3,3,3,0,3,4,3,0,1,2,4,2,2,0,2,4,2100,74,11100,21,36,0.58,,,,,,,,,,,,,
BIOFOREST TECHNOLOGIES INC.,10157,157,solbam,17,85,201109,201507,3,SOMEWHAT UNLIKELY,123,106,148,92,270,126,176,110,120,350,12,41,15,10,36,2,1,2,3,1,1,0,2,0,1,1,1,0,1,3,1,1,0,0,3,4,1,2,1,3,2,5,1,0,2,0,3,1,4,2,1445,12,17,24,14,0,0,4,14,1,3,3,1,0,0,1,3,1,0,3,1,0,1,1,1,1,1,0,0,1445,49,4165,32,46,0.7,,,,,,,,,,,,,
"BIOMIST, INC.",10158,158,labfax,18,495,201009,201112,3,SOMEWHAT UNLIKELY,108,93,130,81,236,108,151,95,116,287,36,21,34,31,10,4,1,2,2,1,0,2,4,1,2,4,0,0,2,1,2,0,0,0,3,1,3,2,2,2,5,2,0,1,1,0,3,5,1,0,8910,14,28,16,25,13,0,5,13,1,2,1,0,5,1,2,1,3,1,1,2,0,2,1,1,0,0,1,1,8910,22,10890,14,15,0.93,,,,,,,,,,,,,
BIOQUELL INC.,10159,159,mathstring,6,195,200712,201412,3,SOMEWHAT UNLIKELY,130,111,156,98,285,132,185,115,142,349,19,60,26,15,11,1,3,2,2,2,5,1,1,2,1,2,0,3,2,2,1,4,2,3,1,3,2,1,1,1,4,1,4,1,1,0,1,0,3,0,1170,21,12,0,0,0,0,2,12,0,3,2,1,2,1,1,0,1,3,3,1,1,2,4,0,2,3,3,0,1170,47,9165,27,84,0.32,,,,,,,,,,,,,
"BIOSAFE SYSTEMS, LLC",10160,160,Statip,13,100,200909,201411,0,MOST LIKELY,82,70,98,61,178,91,127,80,99,239,19,43,16,55,53,4,1,2,2,3,1,1,5,0,2,2,1,0,0,2,2,2,1,5,0,1,0,3,2,0,1,1,5,0,4,1,1,2,4,3,1300,21,23,27,11,23,11,6,11,1,0,1,1,0,1,2,2,1,2,0,1,0,3,3,2,2,0,0,5,1300,61,6100,27,62,0.44,,,,,,,,,,,,,
"BIOSENSORY, INC.",10161,161,labfax,19,495,201011,201109,0,MOST LIKELY,67,58,81,51,147,75,105,66,81,200,10,38,37,17,11,3,2,0,2,2,2,0,0,5,1,3,2,2,2,1,1,4,2,1,3,1,2,3,4,2,4,3,2,0,0,2,0,1,3,3,9405,11,12,23,18,13,0,5,13,2,2,1,0,5,1,1,0,0,2,0,3,3,0,2,3,0,3,3,3,9405,96,47520,2,10,0.2,,,,,,,,,,,,,
"BIOWORKS, INC.",10162,162,Statip,15,100,200601,201504,3,SOMEWHAT UNLIKELY,133,114,159,100,290,141,198,124,123,402,19,49,31,82,10,2,1,1,0,1,3,2,5,1,2,1,2,2,1,2,1,5,2,4,1,1,3,1,1,2,1,2,1,5,5,1,2,1,3,4,1500,17,16,16,28,10,14,6,14,2,0,3,2,5,0,3,1,1,5,0,0,2,2,5,0,2,3,0,0,1500,70,7000,23,111,0.21,,,,,,,,,,,,,
"BIRD B GONE, INC.",10163,163,mathstring,15,195,200806,201112,0,MOST LIKELY,63,54,76,47,138,70,98,61,63,197,42,79,9,32,16,4,1,2,1,4,2,1,0,1,0,0,2,0,1,2,1,2,5,3,2,1,1,2,0,1,2,1,0,1,1,1,1,0,1,0,2925,25,10,0,0,0,0,2,10,3,0,2,1,0,2,1,1,2,1,0,3,0,3,0,3,2,0,1,3,2925,67,13065,31,42,0.74,,,,,,,,,,,,,
"BIRD-X, INC.",10164,164,zonair,8,125,200601,201507,0,MOST LIKELY,67,57,80,50,148,77,108,68,62,225,20,72,15,26,9,2,2,5,2,0,0,2,0,2,1,3,0,5,1,2,1,1,2,2,1,0,3,0,1,0,3,0,1,2,0,2,2,0,0,0,1000,28,27,23,15,29,0,5,29,2,2,3,0,4,0,1,1,2,2,2,1,3,3,1,3,0,3,2,2,1000,52,6500,115,114,1.01,,,,,,,,,,,,,
"BISSELL HOMECARE, INC.",10165,165,signtouch,11,395,200601,201102,0,MOST LIKELY,75,64,64,56,192,86,120,75,94,224,15,11,50,66,27,3,1,2,1,5,4,1,1,0,4,2,0,4,0,0,0,1,2,3,2,0,1,1,0,1,0,1,2,5,3,0,1,1,3,2,4345,17,17,0,0,0,0,2,17,0,1,3,2,1,2,3,0,1,3,3,0,0,1,1,1,0,2,1,2,4345,76,30020,13,61,0.21,,,,,,,,,,,,,
"BLACK FLAG BRANDS, LLC",10166,166,zonair,9,125,200908,201507,3,SOMEWHAT UNLIKELY,125,107,107,94,318,127,178,111,107,367,33,23,18,18,20,0,1,3,1,1,2,2,1,4,2,1,1,1,1,1,1,1,2,0,0,3,1,3,1,0,1,1,4,0,1,1,4,0,1,5,1125,10,15,21,0,0,0,3,21,3,2,1,3,4,2,1,2,3,4,0,3,0,0,0,3,3,0,3,2,1125,47,5875,72,71,1.01,,,,,,,,,,,,,
BLUE EARTH LABS LLC,10167,167,solbam,13,85,200601,201102,0,MOST LIKELY,87,75,75,65,220,101,141,88,75,300,50,28,6,21,12,2,4,1,0,0,4,1,0,3,3,1,4,2,0,2,2,1,1,1,2,2,1,0,2,1,2,0,1,1,1,3,2,2,3,0,1105,15,10,30,11,10,12,6,12,2,3,1,1,4,3,1,0,3,4,0,0,1,1,1,0,0,2,1,1,1105,96,8160,40,61,0.66,,,,,,,,,,,,,
"BLUE RHINO GLOBAL SOURCING, INC.",10168,168,solbam,10,85,200601,201507,0,MOST LIKELY,53,46,46,40,134,70,98,61,83,177,10,31,30,28,40,1,3,1,0,0,1,5,0,2,5,2,5,1,2,1,1,4,5,2,0,1,1,0,1,0,1,2,0,1,3,2,0,0,2,4,850,24,30,29,13,0,0,4,13,2,3,2,3,0,1,0,3,2,4,3,0,1,2,5,0,1,2,3,1,850,32,2720,115,114,1.01,,,,,,,,,,,,,
"BLUEGRASS WATER PRODUCTS, AN ARCH CHEMICALS INC. BUSINESS",10169,169,solbam,12,85,200704,201106,3,SOMEWHAT UNLIKELY,122,105,105,92,308,125,175,109,117,347,38,23,21,33,10,1,1,2,2,1,5,3,1,3,0,0,1,1,0,3,1,1,1,0,1,2,1,1,2,1,0,5,2,2,1,4,1,2,0,0,1020,12,19,14,20,26,0,5,26,0,1,3,3,3,2,3,1,0,5,0,3,3,1,3,1,0,1,2,1,1020,77,6545,39,50,0.78,,,,,,,,,,,,,
"BONIDE PRODUCTS, INC.",10170,170,openfix,11,295,200601,201505,3,SOMEWHAT UNLIKELY,113,97,97,85,285,117,163,102,121,313,46,83,12,58,26,2,4,1,4,2,2,0,0,0,1,2,0,2,2,2,2,0,0,1,1,4,2,0,1,1,1,1,1,0,1,2,2,0,1,5,3245,18,30,20,19,0,0,4,19,3,0,2,2,5,3,2,0,0,0,0,1,2,1,3,2,3,1,2,5,3245,23,6785,73,112,0.65,,,,,,,,,,,,,
BORATESPLUS INC.,10171,171,openfix,9,295,200612,201107,0,MOST LIKELY,67,57,57,50,170,73,102,64,71,198,15,30,10,48,34,1,1,0,1,4,0,0,3,1,2,5,2,1,1,1,1,1,1,5,2,2,1,2,1,0,1,1,0,0,1,1,3,1,1,1,2655,23,23,18,21,0,0,4,21,3,2,2,1,3,2,1,2,1,5,0,0,0,0,3,2,3,2,1,0,2655,59,17405,43,55,0.78,,,,,,,,,,,,,
BOTRY-ZEN (2010) LIMITED,10172,172,Voyalight,10,150,200601,201507,0,MOST LIKELY,82,70,70,61,208,86,121,75,88,233,36,16,31,21,37,1,3,2,5,2,4,0,2,2,0,1,1,1,1,5,4,2,0,2,2,4,1,1,2,4,0,2,1,0,0,1,2,0,0,0,1500,26,17,30,15,0,0,4,15,2,1,2,3,5,0,1,2,2,4,3,0,2,1,4,2,3,3,2,3,1500,56,8400,115,114,1.01,,,,,,,,,,,,,
"BRAMTON COMPANY, LLC, THE",10173,173,zonair,16,125,201008,201103,3,SOMEWHAT UNLIKELY,108,93,93,81,274,121,169,106,107,343,28,61,11,38,20,5,1,3,2,0,1,0,0,2,1,0,0,3,3,0,4,3,2,0,1,2,1,0,2,5,0,0,1,3,0,3,1,1,0,1,2000,29,30,11,19,16,0,5,16,1,2,3,0,3,0,2,3,0,3,2,0,1,2,1,1,0,1,3,0,2000,75,9375,4,7,0.57,,,,,,,,,,,,,
"BRANDT CONSOLIDATED, INC.",10174,174,signtouch,19,395,200601,201106,3,SOMEWHAT UNLIKELY,98,84,84,74,248,112,157,98,87,330,40,40,17,34,20,0,0,3,4,1,3,1,0,2,0,3,5,1,3,1,0,2,4,2,1,1,1,1,3,1,1,1,2,1,1,2,2,0,0,1,7505,19,10,30,13,0,0,4,13,1,3,1,0,5,0,0,3,2,1,1,0,2,3,5,3,3,0,2,2,7505,25,9875,8,65,0.12,,,,,,,,,,,,,
BRENNTAG PACIFIC INC.,10175,175,zonair,11,125,200601,201308,0,MOST LIKELY,53,45,45,40,135,68,95,60,78,176,31,16,20,37,24,1,2,1,1,0,1,0,0,2,2,1,0,5,1,4,1,1,1,2,0,0,3,1,0,2,0,0,2,0,1,2,0,3,2,1,1375,21,10,0,0,0,0,2,10,0,0,2,0,5,0,3,2,1,5,3,1,3,0,3,2,1,3,2,5,1375,74,9250,68,91,0.75,,,,,,,,,,,,,
BRIGHT SOLUTIONS,10176,176,openfix,9,295,201110,201310,0,MOST LIKELY,73,63,63,55,185,79,110,69,75,217,12,14,43,48,26,1,3,2,1,3,5,2,1,2,0,2,1,1,1,2,1,4,1,5,1,0,5,2,2,2,1,1,2,2,1,1,0,3,2,4,2655,10,29,19,0,0,0,3,19,3,0,2,2,0,0,3,0,1,0,2,2,2,1,4,0,2,2,1,5,2655,22,6490,3,24,0.13,,,,,,,,,,,,,
"BRITZ-SIMPLOT GROWER SOLUTIONS, LLC.",10177,177,Statip,10,100,201108,201502,3,SOMEWHAT UNLIKELY,123,106,106,93,312,129,181,113,103,380,17,46,26,12,27,0,0,1,1,1,4,1,2,3,2,1,1,2,1,2,5,1,2,0,2,4,1,1,2,0,3,3,5,2,2,2,2,4,0,1,1000,18,10,19,16,25,18,6,18,2,3,2,0,2,3,1,0,2,4,2,1,0,3,0,3,0,1,1,1,1000,69,6900,19,42,0.45,,,,,,,,,,,,,
BROMITRON CORPORATION,10178,178,openfix,11,295,201112,201405,0,MOST LIKELY,63,54,54,47,160,71,99,62,73,191,41,42,26,33,36,1,2,2,0,3,3,1,1,0,2,1,1,0,0,1,0,2,2,0,1,0,3,1,1,0,0,1,1,1,3,1,5,3,2,2,3245,26,14,11,17,26,22,6,22,2,3,0,1,3,2,0,0,1,1,2,0,0,3,0,1,2,2,2,2,3245,49,14455,18,29,0.62,,,,,,,,,,,,,
BRUNSWICK BOWLING & BILLARDS CORP.,10179,179,apstring,6,90,201002,201106,0,MOST LIKELY,55,47,47,41,138,66,93,58,57,189,35,10,55,18,32,0,0,0,2,1,1,1,2,0,0,1,4,0,2,1,0,0,0,1,1,0,1,2,3,2,1,0,0,2,1,3,0,2,1,1,540,18,18,0,0,0,0,2,18,2,2,0,3,4,0,2,2,1,1,0,0,3,3,0,3,0,1,1,0,540,50,4500,10,16,0.63,,,,,,,,,,,,,
"BUCKEYE INTERNATIONAL, INC.",10180,180,Voyalight,13,150,201112,201206,0,MOST LIKELY,92,79,79,69,235,105,147,92,79,313,30,38,7,72,20,5,4,0,0,1,2,1,0,1,1,1,1,5,4,2,2,1,2,1,0,2,1,1,2,0,2,2,0,2,0,0,1,0,2,2,1950,23,14,20,15,29,0,5,29,2,2,3,2,2,0,2,2,2,3,2,2,0,2,0,0,3,3,1,2,1950,46,6900,3,6,0.5,,,,,,,,,,,,,
"BUCKMAN LABORATORIES, INC.",10181,181,signtouch,8,395,200902,201407,3,SOMEWHAT UNLIKELY,114,98,98,86,288,119,167,104,126,318,49,30,29,11,23,3,1,3,1,3,1,1,0,1,2,1,1,1,2,0,0,1,0,1,5,3,0,2,2,5,5,3,3,3,2,2,1,5,1,1,3160,10,27,16,21,0,0,4,21,3,1,2,0,0,2,3,1,2,2,1,1,3,3,1,3,1,0,2,0,3160,40,15800,27,65,0.42,,,,,,,,,,,,,
BUGG PRODUCTS LLC,10182,182,openfix,10,295,200601,201507,3,SOMEWHAT UNLIKELY,104,89,89,78,266,108,151,94,105,297,20,67,15,17,38,1,0,0,2,2,2,3,1,2,2,2,5,2,0,1,0,0,4,0,1,0,1,4,0,4,1,4,2,5,0,1,2,1,1,2,2950,10,13,30,0,0,0,3,30,1,2,0,2,5,0,1,0,1,4,1,1,2,2,4,3,0,1,0,0,2950,88,25960,112,114,0.98,,,,,,,,,,,,,
"BUSHWACKER BACKPACK AND SUPPLY CO., INC.",10183,183,signtouch,19,395,201003,201501,0,MOST LIKELY,58,49,49,43,146,66,92,57,87,157,15,75,26,32,39,0,2,3,1,0,3,1,4,1,1,2,2,0,0,3,1,0,2,0,1,1,2,2,4,3,1,1,0,3,4,3,1,2,4,2,7505,19,22,24,18,15,29,6,29,2,3,2,1,1,1,0,0,2,3,1,0,0,2,1,1,0,2,2,0,7505,25,9875,38,58,0.66,,,,,,,,,,,,,
"BUTLER ANIMAL HEALTH SUPPLY, LLC",10184,184,openfix,10,295,200601,201504,3,SOMEWHAT UNLIKELY,95,81,81,71,239,98,138,86,121,245,28,21,17,28,20,2,4,0,1,1,5,2,2,1,4,2,1,1,2,1,0,1,4,0,3,2,0,1,3,0,5,0,2,2,0,0,1,2,1,2,2950,15,11,27,13,0,0,4,13,0,3,2,2,4,2,0,3,0,3,2,0,2,0,4,2,1,1,2,3,2950,58,17110,85,111,0.77,,,,,,,,,,,,,
"BVA OILS (B-V ASSOCIATES, INC.)",10185,185,signtouch,16,395,200812,201507,3,SOMEWHAT UNLIKELY,103,89,89,78,261,114,160,100,112,314,43,12,24,12,34,2,1,1,1,2,0,1,4,2,2,0,1,0,4,3,0,2,4,0,2,1,1,1,3,4,5,0,2,2,0,2,1,1,0,3,6320,29,20,0,0,0,0,2,20,2,1,3,2,0,3,3,3,2,3,2,0,2,0,3,2,1,2,2,0,6320,45,17775,70,79,0.89,,,,,,,,,,,,,
BWA WATER ADDITIVES US LLC,10186,186,zonair,7,125,200601,201208,3,SOMEWHAT UNLIKELY,131,112,112,98,334,134,188,118,122,379,41,57,34,6,24,1,0,1,1,0,5,0,3,4,3,5,0,4,1,2,1,1,2,2,1,1,2,3,2,1,1,0,0,1,5,3,0,3,0,3,875,29,11,16,27,0,0,4,27,1,2,2,3,3,0,1,1,1,2,2,3,2,3,5,2,3,0,1,2,875,65,8125,72,79,0.91,,,,,,,,,,,,,
C.C.I.,10187,187,mathstring,16,195,200706,201503,3,SOMEWHAT UNLIKELY,117,100,100,88,296,120,167,105,134,311,12,38,17,61,25,0,4,0,1,0,1,4,0,3,0,3,2,2,1,1,5,1,0,1,1,0,1,1,0,3,2,2,2,1,1,2,1,2,3,3,3120,11,25,23,11,0,0,4,11,1,1,0,0,5,1,0,0,1,5,2,3,1,3,1,2,0,3,0,3,3120,94,18330,82,93,0.88,,,,,,,,,,,,,
CALI CHEM INC.,10188,188,openfix,19,295,200610,201205,0,MOST LIKELY,83,71,71,62,211,85,120,75,89,229,50,20,13,47,52,1,1,2,1,2,1,2,2,3,5,2,0,1,0,5,0,0,1,2,1,1,1,1,3,4,4,1,1,2,2,1,0,2,2,1,5605,24,15,15,15,0,0,4,15,2,3,1,0,4,2,2,0,0,0,1,0,1,3,0,1,1,3,1,1,5605,36,10620,57,67,0.85,,,,,,,,,,,,,
CALIFORNIA DEPT. OF FOOD & AG.,10189,189,labfax,11,495,201101,201102,0,MOST LIKELY,82,70,70,61,206,95,133,83,107,245,44,27,33,30,52,2,3,2,1,1,2,1,0,2,1,4,2,0,1,1,0,0,2,5,1,1,0,1,0,1,0,3,5,5,1,0,1,5,0,2,5445,26,16,21,0,0,0,3,21,3,0,0,0,2,1,0,0,3,4,1,2,3,2,2,2,2,0,2,4,5445,48,23760,2,1,2,,,,,,,,,,,,,
"CALIFORNIA TAN, INC.",10190,190,apstring,16,90,200608,201507,3,SOMEWHAT UNLIKELY,104,89,89,78,266,106,148,92,119,274,49,30,38,18,24,1,1,3,1,1,1,0,1,0,1,1,1,0,2,1,1,1,3,3,1,2,1,2,1,2,2,1,2,0,1,4,5,3,0,0,1440,16,27,26,0,0,0,3,26,1,0,3,3,2,3,2,3,3,3,1,3,3,2,5,2,2,2,0,1,1440,71,6390,97,107,0.91,,,,,,,,,,,,,
CALIFORNIA WATER SERVICES,10191,191,signtouch,8,395,200601,201507,3,SOMEWHAT UNLIKELY,114,98,98,86,289,120,168,105,118,329,30,41,56,14,21,2,2,4,2,2,2,1,0,3,3,4,1,3,4,1,1,2,5,0,0,1,4,1,1,1,0,0,2,1,2,1,2,5,0,2,3160,25,30,20,23,0,0,4,23,0,2,1,2,2,0,0,3,2,2,0,1,2,0,1,0,3,1,3,4,3160,68,26860,114,114,1,,,,,,,,,,,,,
"CALTECH INDUSTRIES, INC.*",10192,192,Statip,14,100,200702,201107,0,MOST LIKELY,81,69,69,61,204,88,123,77,89,237,10,50,24,31,11,5,1,3,4,1,4,2,0,0,2,4,3,0,3,1,1,2,0,2,1,0,2,3,2,2,1,0,0,3,0,1,1,0,2,1,1400,14,12,18,17,0,0,4,17,0,2,3,0,5,2,1,2,0,4,1,2,3,3,1,3,0,2,3,1,1400,91,9100,38,53,0.72,,,,,,,,,,,,,
CANBERRA CORPORATION,10193,193,signtouch,6,395,200705,201403,0,MOST LIKELY,50,43,43,38,126,68,96,60,69,186,42,19,46,34,17,0,1,2,2,1,1,2,2,3,1,1,5,2,0,1,1,3,0,0,0,1,1,0,1,1,5,1,1,1,3,0,1,2,5,2,2370,16,20,0,0,0,0,2,20,1,2,3,3,0,3,1,0,0,1,2,1,2,3,4,2,2,3,0,0,2370,95,37525,76,82,0.93,,,,,,,,,,,,,
"CANEXUS U.S., INC.",10194,194,zonair,14,125,200711,201111,0,MOST LIKELY,52,44,44,39,130,61,85,53,80,147,11,23,16,11,32,2,1,1,0,0,2,2,3,5,2,0,2,0,2,3,0,0,1,2,0,2,1,0,2,2,0,1,3,1,1,1,1,3,1,1,1750,25,24,28,23,24,0,5,24,1,2,0,2,2,0,2,0,1,4,0,0,0,2,3,2,3,3,3,1,1750,22,2750,20,48,0.42,,,,,,,,,,,,,
